C3387,G1711,农业银行,5477,NULL,202012
G3601,J2816,NULL,2623,NULL,202012
H3798,J441,南京银行,9343,NULL,202012
B1875,J963,南京银行,8742,NULL,202012
G3049,E3620,工商银行,7409,NULL,202012
E1636,D579,南京银行,9897,NULL,202012
B2243,G2752,中国农业银行,7789,NULL,202012
E854,I3437,中国人民银行,6804,NULL,202012
B3545,D3842,工商银行,8969,NULL,202012
H1593,G657,浦发银行,9427,NULL,202012
D3251,F128,农业银行,3297,NULL,202012
E1115,F2240,南京银行,9098,NULL,202012
E3163,E1104,中国人民银行,2802,NULL,202012
G3061,F2856,浦发银行,2212,NULL,202012
A3001,E1943,建设银行,5815,NULL,202012
B21,J1859,NULL,9882,NULL,202012
F390,E1801,农业银行,4937,NULL,202012
F440,G791,南京银行,2709,NULL,202012
A230,K3961,中国人民银行,5453,NULL,202012
D2190,J3251,NULL,5101,NULL,202012
B1091,G1261,中国人民银行,3520,NULL,202012
G3282,J1666,浦发银行,9510,NULL,202012
A3923,G3156,中国农业银行,1511,NULL,202012
C1540,I197,中国人民银行,5897,NULL,202012
A1124,J459,建设银行,1541,NULL,202012
C232,K115,NULL,7472,NULL,202012
H1641,G1304,浦发银行,1741,NULL,202012
A773,F1096,建设银行,8314,NULL,202012
E2563,D3325,中国农业银行,6720,NULL,202012
G2928,K1168,南京银行,3137,NULL,202012
E3390,I2514,浦发银行,5307,NULL,202012
H3074,H1956,工商银行,6751,NULL,202012
A79,I2815,农业银行,2843,NULL,202012
B2892,K3297,中国农业银行,2498,NULL,202012
F200,H2311,南京银行,2188,NULL,202012
B2669,E204,中国农业银行,2018,NULL,202012
D3042,E1320,南京银行,7636,NULL,202012
D1999,K601,农业银行,4618,NULL,202012
H1230,K2130,建设银行,7548,NULL,202012
C1815,G1351,浦发银行,7598,NULL,202012
A613,F2697,NULL,4936,NULL,202012
C1372,D2935,工商银行,1255,NULL,202012
F1424,J3937,中国农业银行,6589,NULL,202012
C3736,E3044,建设银行,8471,NULL,202012
C1146,D287,农业银行,4048,NULL,202012
C1326,I3922,南京银行,2563,NULL,202012
E3666,K533,工商银行,9430,NULL,202012
C1140,J1286,NULL,3079,NULL,202012
F3516,K1802,浦发银行,5735,NULL,202012
A1712,E1551,农业银行,2726,NULL,202012
D2920,D1652,建设银行,4206,NULL,202012
B321,G857,工商银行,3557,NULL,202012
F129,J1983,中国人民银行,8177,NULL,202012
D311,G2790,农业银行,6681,NULL,202012
G1470,F653,建设银行,2426,NULL,202012
D1891,H1765,浦发银行,4816,NULL,202012
F2626,K2592,浦发银行,8537,NULL,202012
F3684,I1309,农业银行,6839,NULL,202012
D30,F2931,浦发银行,6927,NULL,202012
C287,K2889,中国农业银行,3284,NULL,202012
D769,J1426,中国农业银行,5059,NULL,202012
A3953,D2741,中国人民银行,1247,NULL,202012
D1517,H2342,中国人民银行,9759,NULL,202012
E4,G3896,建设银行,6248,NULL,202012
H2841,F101,中国农业银行,5820,NULL,202012
G189,I2002,中国农业银行,2974,NULL,202012
G3072,D2769,中国人民银行,9958,NULL,202012
C755,E715,南京银行,5192,NULL,202012
B2646,J117,南京银行,2400,NULL,202012
G2133,H2392,中国农业银行,6677,NULL,202012
E657,I3874,中国农业银行,3580,NULL,202012
C2408,F3212,农业银行,2152,NULL,202012
C2751,J1364,工商银行,8627,NULL,202012
E3486,E2337,南京银行,5132,NULL,202012
H3884,J2012,农业银行,5069,NULL,202012
G44,K3386,NULL,1244,NULL,202012
H714,D1247,农业银行,4726,NULL,202012
E1642,G3761,中国人民银行,2744,NULL,202012
G2022,G1399,农业银行,4856,NULL,202012
D1175,G2803,工商银行,7307,NULL,202012
C1357,F2671,南京银行,8868,NULL,202012
C933,D1844,建设银行,4206,NULL,202012
H3995,K1232,农业银行,7162,NULL,202012
G2938,F3299,NULL,1382,NULL,202012
H2249,D3909,中国农业银行,8231,NULL,202012
E1014,H1572,工商银行,8293,NULL,202012
C2496,F295,南京银行,4361,NULL,202012
H2705,E874,农业银行,7940,NULL,202012
A787,E1366,农业银行,4560,NULL,202012
E660,G2421,NULL,7761,NULL,202012
E2672,D3055,建设银行,4703,NULL,202012
C3354,I3019,中国农业银行,1326,NULL,202012
E936,D654,农业银行,6126,NULL,202012
B278,F3325,工商银行,9548,NULL,202012
D1207,G3775,工商银行,3958,NULL,202012
H1772,H3188,农业银行,7683,NULL,202012
F723,H181,NULL,1432,NULL,202012
B2892,F2233,中国人民银行,3159,NULL,202012
G3939,J569,中国农业银行,8140,NULL,202012
F3406,K1299,NULL,2116,NULL,202012
G2967,H745,农业银行,9491,NULL,202012
F2004,J3924,浦发银行,3224,NULL,202012
F1583,G3760,浦发银行,3933,NULL,202012
D3627,F3924,农业银行,6747,NULL,202012
G2349,F923,南京银行,1993,NULL,202012
F517,J969,中国农业银行,3669,NULL,202012
D1417,H254,NULL,3311,NULL,202012
D768,I3400,农业银行,1646,NULL,202012
E2911,I2716,工商银行,2806,NULL,202012
A2880,I2856,建设银行,4335,NULL,202012
B256,D2517,浦发银行,5419,NULL,202012
H2130,E2906,南京银行,1013,NULL,202012
C273,F1431,中国农业银行,3533,NULL,202012
G2202,I1345,南京银行,5937,NULL,202012
A984,F3396,中国人民银行,3193,NULL,202012
F2509,H3728,工商银行,8330,NULL,202012
D3628,I1517,工商银行,8666,NULL,202012
A1871,J3678,中国人民银行,8306,NULL,202012
D3224,K1271,建设银行,1572,NULL,202012
B2356,F1166,中国农业银行,9040,NULL,202012
C2766,I2757,工商银行,9740,NULL,202012
D2137,G2279,NULL,1392,NULL,202012
H476,E3283,建设银行,1968,NULL,202012
H3107,I2755,中国农业银行,3853,NULL,202012
E3049,G3312,浦发银行,2634,NULL,202012
F1885,G1003,南京银行,9279,NULL,202012
E3517,H2521,中国农业银行,6286,NULL,202012
A896,K912,工商银行,3203,NULL,202012
D2002,E1824,农业银行,5132,NULL,202012
C690,E622,建设银行,1390,NULL,202012
H3226,D2237,浦发银行,2710,NULL,202012
G1848,I1561,中国人民银行,8801,NULL,202012
F981,D3657,浦发银行,5188,NULL,202012
C1161,I314,工商银行,6928,NULL,202012
F3820,K1108,农业银行,1505,NULL,202012
C1976,H3095,NULL,5106,NULL,202012
A2829,H2835,农业银行,3304,NULL,202012
D1184,H1713,南京银行,5231,NULL,202012
B2599,H459,工商银行,4992,NULL,202012
A1893,I2502,浦发银行,7738,NULL,202012
H1099,E2414,NULL,4244,NULL,202012
H2126,J3938,农业银行,8514,NULL,202012
F3827,H3868,中国农业银行,4365,NULL,202012
E1904,F969,中国人民银行,3871,NULL,202012
A2037,I2183,浦发银行,4499,NULL,202012
E2409,K2615,建设银行,4952,NULL,202012
B1949,J1981,浦发银行,4264,NULL,202012
B2746,E1585,建设银行,2668,NULL,202012
D1077,K1213,中国人民银行,4063,NULL,202012
A2130,E1770,NULL,2344,NULL,202012
C3971,F1014,浦发银行,2062,NULL,202012
C1049,D1868,工商银行,3064,NULL,202012
H3747,H476,南京银行,3969,NULL,202012
D89,H2638,中国人民银行,1181,NULL,202012
D878,E3808,建设银行,1020,NULL,202012
H2727,D3447,中国人民银行,2735,NULL,202012
H380,E2931,浦发银行,4806,NULL,202012
C1148,G874,工商银行,1640,NULL,202012
G84,J627,中国人民银行,2443,NULL,202012
B1490,I605,NULL,5353,NULL,202012
C3922,F2841,建设银行,5607,NULL,202012
A3226,E1812,中国农业银行,6273,NULL,202012
C1956,G1694,NULL,5332,NULL,202012
H2819,J3607,农业银行,2346,NULL,202012
G924,I272,南京银行,1975,NULL,202012
E3169,D3566,工商银行,9533,NULL,202012
D2273,K2860,农业银行,9864,NULL,202012
E3107,J349,浦发银行,3478,NULL,202012
A654,F1478,浦发银行,2177,NULL,202012
E4,J3067,浦发银行,4305,NULL,202012
C3967,D143,建设银行,6028,NULL,202012
B3936,E3850,南京银行,1075,NULL,202012
G135,I2280,NULL,6559,NULL,202012
C2779,I2598,农业银行,3304,NULL,202012
C2215,I3095,建设银行,3970,NULL,202012
G491,J1730,南京银行,8720,NULL,202012
B3361,G143,南京银行,2971,NULL,202012
G1802,E215,浦发银行,9503,NULL,202012
H3909,G1402,NULL,5221,NULL,202012
H2966,H3697,南京银行,6981,NULL,202012
B2161,F2564,浦发银行,7992,NULL,202012
C2106,D1955,中国人民银行,4661,NULL,202012
G966,G585,中国人民银行,2360,NULL,202012
A3072,G464,工商银行,5728,NULL,202012
B3271,I3440,浦发银行,4205,NULL,202012
G2276,I1754,南京银行,8128,NULL,202012
A25,D839,浦发银行,4048,NULL,202012
B2662,I186,农业银行,9123,NULL,202012
F99,I431,建设银行,1488,NULL,202012
A333,J2694,南京银行,3798,NULL,202012
A2483,K3145,南京银行,7580,NULL,202012
C1422,K2529,工商银行,1718,NULL,202012
B2860,E1445,农业银行,6657,NULL,202012
A1133,I2817,中国人民银行,6854,NULL,202012
D1503,I1702,浦发银行,7738,NULL,202012
G478,I990,南京银行,1840,NULL,202012
E2774,F2814,NULL,1338,NULL,202012
E817,D3081,南京银行,9057,NULL,202012
C2599,G2760,中国人民银行,9055,NULL,202012
H407,D3250,浦发银行,3735,NULL,202012
A335,K2741,工商银行,1304,NULL,202012
B3379,K3990,南京银行,6747,NULL,202012
E2270,G1492,NULL,5832,NULL,202012
D3451,J3303,建设银行,5795,NULL,202012
H77,G3150,中国农业银行,1792,NULL,202012
B2170,E866,建设银行,6784,NULL,202012
D1635,D2066,NULL,9529,NULL,202012
A1696,H1671,工商银行,2824,NULL,202012
E650,H3698,中国人民银行,1534,NULL,202012
E788,J1909,建设银行,8702,NULL,202012
H1433,I1706,浦发银行,7127,NULL,202012
C2600,K1092,中国人民银行,9883,NULL,202012
F3395,G2736,浦发银行,3457,NULL,202012
C1923,I3340,中国农业银行,6409,NULL,202012
F232,G2036,NULL,2898,NULL,202012
H3838,G3618,南京银行,3116,NULL,202012
B143,K401,南京银行,5008,NULL,202012
A1635,J64,中国人民银行,3052,NULL,202012
E185,H2361,南京银行,7334,NULL,202012
F475,G1218,南京银行,9370,NULL,202012
G962,F3975,建设银行,9829,NULL,202012
G954,G2882,工商银行,3231,NULL,202012
C708,K2589,NULL,2631,NULL,202012
G830,E2891,南京银行,5331,NULL,202012
F1369,G2221,工商银行,9263,NULL,202012
B2424,J581,中国农业银行,7360,NULL,202012
E1673,H862,NULL,4704,NULL,202012
E843,G2585,中国人民银行,5300,NULL,202012
E519,F2305,浦发银行,9745,NULL,202012
H908,I484,中国农业银行,4597,NULL,202012
D3170,K3772,NULL,5019,NULL,202012
C144,G3439,工商银行,6212,NULL,202012
H2904,K1932,中国人民银行,9841,NULL,202012
A2073,G162,南京银行,5316,NULL,202012
B3698,F599,浦发银行,5154,NULL,202012
E3775,K3433,建设银行,7456,NULL,202012
E3719,D3856,NULL,4242,NULL,202012
H3181,K3827,浦发银行,3279,NULL,202012
B3993,J962,南京银行,1067,NULL,202012
F783,K2084,浦发银行,6870,NULL,202012
A3842,K3040,工商银行,7629,NULL,202012
G2303,K2036,中国人民银行,1212,NULL,202012
A525,D2194,建设银行,7192,NULL,202012
B1855,I1432,浦发银行,6183,NULL,202012
H276,H2481,南京银行,5951,NULL,202012
F2936,I3251,浦发银行,1495,NULL,202012
F224,G2701,NULL,6663,NULL,202012
F1328,K1593,建设银行,2022,NULL,202012
C789,J635,浦发银行,3301,NULL,202012
E1760,H867,浦发银行,3406,NULL,202012
B1858,K2758,建设银行,3483,NULL,202012
B750,D3610,中国人民银行,1219,NULL,202012
D445,I1864,中国人民银行,9024,NULL,202012
D2593,J3331,工商银行,3236,NULL,202012
E1032,H3208,农业银行,9467,NULL,202012
H3996,D3465,中国农业银行,4484,NULL,202012
G2466,K2540,浦发银行,9608,NULL,202012
B730,E249,浦发银行,2804,NULL,202012
B904,E2076,中国人民银行,9604,NULL,202012
G1862,J2283,中国人民银行,9856,NULL,202012
D1960,F3892,中国人民银行,7622,NULL,202012
F3205,F2263,浦发银行,1273,NULL,202012
F905,K2459,工商银行,8432,NULL,202012
F3828,G263,中国人民银行,1017,NULL,202012
F2850,E2580,农业银行,3596,NULL,202012
F1756,J2935,工商银行,1694,NULL,202012
C1328,F954,工商银行,5352,NULL,202012
H3272,H3515,工商银行,1159,NULL,202012
D939,G733,浦发银行,9748,NULL,202012
A2280,H1831,中国农业银行,4631,NULL,202012
G3404,F1169,浦发银行,7073,NULL,202012
H1055,E2860,NULL,9815,NULL,202012
A1505,F3786,中国人民银行,3403,NULL,202012
A1919,D1112,浦发银行,1459,NULL,202012
A523,G3789,南京银行,2752,NULL,202012
G1186,J2481,浦发银行,6314,NULL,202012
C3084,F1584,NULL,3563,NULL,202012
G1485,H3352,中国人民银行,5870,NULL,202012
G1614,J3781,中国农业银行,6761,NULL,202012
H1101,K521,南京银行,1382,NULL,202012
E3253,K955,中国人民银行,9866,NULL,202012
B1734,I2268,南京银行,6434,NULL,202012
D3397,E3875,中国农业银行,8736,NULL,202012
B3569,I1069,浦发银行,9308,NULL,202012
B1630,I664,NULL,6586,NULL,202012
B3535,H1714,中国人民银行,3422,NULL,202012
B2836,F306,建设银行,9523,NULL,202012
A3527,G1197,浦发银行,9168,NULL,202012
H2991,I1107,工商银行,4223,NULL,202012
D3816,D3840,南京银行,1064,NULL,202012
C335,J2057,浦发银行,1281,NULL,202012
D2110,E1121,浦发银行,6838,NULL,202012
A1,I3960,NULL,2878,NULL,202012
B3428,I413,浦发银行,8531,NULL,202012
B1443,K3546,农业银行,4222,NULL,202012
A1776,G967,南京银行,6094,NULL,202012
C2669,F3104,建设银行,3108,NULL,202012
B124,K1826,浦发银行,6259,NULL,202012
A2669,J2202,中国农业银行,5707,NULL,202012
F3007,E3643,中国人民银行,1107,NULL,202012
F2056,K327,NULL,9105,NULL,202012
D1965,H846,建设银行,6030,NULL,202012
B1999,K1829,建设银行,1921,NULL,202012
F2432,E2351,NULL,3370,NULL,202012
C3060,K3775,NULL,3700,NULL,202012
G2565,D1490,中国农业银行,4039,NULL,202012
F353,E598,工商银行,9062,NULL,202012
G2031,I3716,农业银行,6078,NULL,202012
G1972,J125,中国人民银行,4635,NULL,202012
G2614,J2271,中国农业银行,1822,NULL,202012
G486,K3803,工商银行,9536,NULL,202012
A1833,J2315,NULL,3800,NULL,202012
A978,K1940,农业银行,7209,NULL,202012
A3086,F3709,工商银行,4712,NULL,202012
E438,I3019,农业银行,4979,NULL,202012
D2087,G1539,南京银行,7446,NULL,202012
C3731,E910,工商银行,2202,NULL,202012
B48,D191,农业银行,1499,NULL,202012
D2353,K1393,中国人民银行,4699,NULL,202012
E3755,I1535,中国人民银行,4686,NULL,202012
H3991,G3456,建设银行,8457,NULL,202012
A3176,E3294,建设银行,1506,NULL,202012
G2037,G557,浦发银行,5898,NULL,202012
A3229,H2561,工商银行,2769,NULL,202012
D2874,E1376,中国人民银行,6830,NULL,202012
A636,J3606,工商银行,2699,NULL,202012
B3396,F1805,农业银行,4357,NULL,202012
B1924,H3711,建设银行,9222,NULL,202012
H3340,I1200,中国农业银行,5944,NULL,202012
F3998,F2410,农业银行,3403,NULL,202012
B3574,F2013,浦发银行,3036,NULL,202012
H769,G839,浦发银行,2205,NULL,202012
B2692,K3004,NULL,8527,NULL,202012
D3008,I1718,浦发银行,3372,NULL,202012
A2990,J207,NULL,7124,NULL,202012
G1908,H973,建设银行,3033,NULL,202012
G766,E307,农业银行,6136,NULL,202012
B2367,K2610,NULL,6638,NULL,202012
F569,F3977,工商银行,5723,NULL,202012
B1521,F2812,南京银行,4944,NULL,202012
B3839,E1441,农业银行,5715,NULL,202012
B3999,H3046,建设银行,9330,NULL,202012
E1846,F1854,工商银行,9812,NULL,202012
H2825,I3975,建设银行,9864,NULL,202012
H774,E3750,中国农业银行,7221,NULL,202012
A1632,I2274,建设银行,3793,NULL,202012
B1339,F1000,NULL,8996,NULL,202012
H2792,H3639,南京银行,1489,NULL,202012
C3721,D3191,农业银行,5010,NULL,202012
C1508,D216,浦发银行,9033,NULL,202012
C3312,E1778,浦发银行,3608,NULL,202012
G2583,J3130,中国农业银行,5637,NULL,202012
C1731,E3180,农业银行,1162,NULL,202012
D1740,D3091,中国农业银行,6780,NULL,202012
E1595,E1375,NULL,8239,NULL,202012
C1144,H1124,建设银行,3560,NULL,202012
C390,E3613,建设银行,2506,NULL,202012
A460,E2469,浦发银行,8789,NULL,202012
C2583,J3841,建设银行,1647,NULL,202012
E3874,G2198,建设银行,8408,NULL,202012
C2988,E2424,浦发银行,3478,NULL,202012
A3139,E244,工商银行,4488,NULL,202012
E3948,H1154,建设银行,7453,NULL,202012
H414,F367,浦发银行,7508,NULL,202012
F3438,I3578,工商银行,1774,NULL,202012
C873,G1143,中国人民银行,3699,NULL,202012
A470,G1534,浦发银行,9135,NULL,202012
D2561,J3212,NULL,5485,NULL,202012
F2558,J3177,中国人民银行,1291,NULL,202012
B2532,K1579,中国农业银行,8321,NULL,202012
E2930,K3326,中国农业银行,4376,NULL,202012
F1232,H174,建设银行,7780,NULL,202012
D770,H978,中国农业银行,6720,NULL,202012
B1332,E2165,浦发银行,5700,NULL,202012
C1133,G3178,浦发银行,5655,NULL,202012
F3452,K1349,中国人民银行,6765,NULL,202012
B3903,G267,中国人民银行,9727,NULL,202012
F626,H2357,农业银行,7352,NULL,202012
C184,J2838,NULL,4948,NULL,202012
G1131,D2173,中国人民银行,1583,NULL,202012
D2486,J446,南京银行,5105,NULL,202012
C53,G1765,农业银行,9217,NULL,202012
H2046,K2829,NULL,9077,NULL,202012
H292,K436,农业银行,3984,NULL,202012
H3615,J1415,农业银行,2388,NULL,202012
F1063,E3346,浦发银行,9653,NULL,202012
G999,I2434,建设银行,9836,NULL,202012
C909,F479,NULL,4772,NULL,202012
A3806,D3009,中国农业银行,2638,NULL,202012
H1996,H1967,中国农业银行,8755,NULL,202012
G2903,E864,NULL,1806,NULL,202012
A3334,I1277,中国人民银行,6281,NULL,202012
B1834,F1036,建设银行,2372,NULL,202012
F450,I901,中国农业银行,4812,NULL,202012
C2286,J3143,中国农业银行,6466,NULL,202012
C1460,F3796,农业银行,3805,NULL,202012
D451,G419,NULL,9692,NULL,202012
A1108,J1176,农业银行,3791,NULL,202012
G3653,D3108,中国人民银行,2118,NULL,202012
C2232,H1093,浦发银行,1034,NULL,202012
B3998,F176,南京银行,1943,NULL,202012
E2489,G2861,浦发银行,2447,NULL,202012
E2132,E2759,NULL,6100,NULL,202012
C899,G1230,建设银行,6683,NULL,202012
A3292,G3306,建设银行,1615,NULL,202012
C2639,H1089,工商银行,1803,NULL,202012
F2727,D2851,浦发银行,9037,NULL,202012
D3616,K3042,NULL,8804,NULL,202012
H2507,J2681,中国农业银行,6855,NULL,202012
H58,F1760,南京银行,7073,NULL,202012
G1519,G2735,农业银行,1004,NULL,202012
F2142,I2981,NULL,5772,NULL,202012
C3002,D1908,中国农业银行,6553,NULL,202012
G1449,E1672,建设银行,8129,NULL,202012
E2661,J2913,工商银行,1026,NULL,202012
A0,D66,中国人民银行,1669,NULL,202012
D3343,D3940,浦发银行,8030,NULL,202012
H3700,K443,农业银行,5274,NULL,202012
D1961,D3299,工商银行,5374,NULL,202012
F562,I1720,工商银行,4209,NULL,202012
C7,H2088,中国人民银行,5864,NULL,202012
B3396,G1192,NULL,2691,NULL,202012
E267,E610,浦发银行,7150,NULL,202012
C3288,G1243,建设银行,3694,NULL,202012
C3766,J1046,建设银行,4557,NULL,202012
B1737,K3900,NULL,6946,NULL,202012
D3162,E2144,中国人民银行,6095,NULL,202012
G2215,E2827,中国农业银行,7597,NULL,202012
G2343,G3096,中国农业银行,7173,NULL,202012
C2538,I2353,中国农业银行,9873,NULL,202012
B1188,H1459,南京银行,8625,NULL,202012
A2788,J1521,工商银行,2138,NULL,202012
C3296,D1903,中国农业银行,1509,NULL,202012
F1344,K784,浦发银行,6417,NULL,202012
A2793,D507,工商银行,2218,NULL,202012
G3846,G826,农业银行,7171,NULL,202012
H3400,D3400,建设银行,8330,NULL,202012
B3970,K2115,农业银行,1456,NULL,202012
E95,K2885,南京银行,9171,NULL,202012
D1696,D3170,南京银行,5208,NULL,202012
F735,D856,南京银行,3632,NULL,202012
C222,H2233,南京银行,9112,NULL,202012
D2217,E3392,工商银行,3716,NULL,202012
F1135,J1136,工商银行,9598,NULL,202012
B1281,D1942,浦发银行,6695,NULL,202012
G2669,K1650,NULL,6349,NULL,202012
D1331,K1901,建设银行,9293,NULL,202012
E1702,G1885,建设银行,8789,NULL,202012
G2932,D257,中国人民银行,1548,NULL,202012
E507,K1221,中国农业银行,2764,NULL,202012
C590,K519,NULL,1695,NULL,202012
C913,I576,工商银行,8310,NULL,202012
F2322,H2529,浦发银行,3468,NULL,202012
E702,F2855,农业银行,6601,NULL,202012
E3164,I913,浦发银行,4087,NULL,202012
A3162,H1816,NULL,2259,NULL,202012
E2154,D3195,农业银行,3118,NULL,202012
G2716,K1166,中国人民银行,2834,NULL,202012
F1601,F2820,建设银行,6244,NULL,202012
D1864,G1503,农业银行,6704,NULL,202012
F1982,K2420,浦发银行,9547,NULL,202012
E549,J2771,浦发银行,5857,NULL,202012
G3612,I3929,农业银行,5772,NULL,202012
A2871,G1400,工商银行,2083,NULL,202012
E1647,H3229,中国农业银行,6728,NULL,202012
E2496,K2678,农业银行,9857,NULL,202012
D3251,E1782,南京银行,6891,NULL,202012
A666,K1900,南京银行,5137,NULL,202012
G3505,E1347,南京银行,1392,NULL,202012
C3756,K656,南京银行,1939,NULL,202012
F42,K1090,中国人民银行,4378,NULL,202012
D1581,J3043,浦发银行,5375,NULL,202012
D2434,D3671,农业银行,3272,NULL,202012
E2077,E1621,中国人民银行,9008,NULL,202012
A1193,I3600,建设银行,7132,NULL,202012
G2318,E2164,中国农业银行,4108,NULL,202012
H3136,J575,建设银行,5447,NULL,202012
H1452,F3041,中国人民银行,2519,NULL,202012
E3225,H2718,工商银行,4463,NULL,202012
F3639,D3804,中国农业银行,4408,NULL,202012
F2832,F2335,NULL,9309,NULL,202012
G3773,D478,南京银行,4225,NULL,202012
F1610,F249,NULL,1704,NULL,202012
A1165,E301,浦发银行,7902,NULL,202012
F668,H1189,中国人民银行,7826,NULL,202012
B2816,K345,工商银行,5060,NULL,202012
H955,F2534,NULL,8396,NULL,202012
G1795,F662,工商银行,3582,NULL,202012
H2142,H1760,农业银行,3840,NULL,202012
H320,J1207,中国人民银行,1823,NULL,202012
F132,K3320,工商银行,1302,NULL,202012
B2124,E2665,建设银行,1808,NULL,202012
C2598,E1021,浦发银行,6550,NULL,202012
B1457,F3632,中国人民银行,1505,NULL,202012
A1249,F1242,农业银行,7311,NULL,202012
G2502,J2415,工商银行,2063,NULL,202012
G1152,H2198,工商银行,8948,NULL,202012
E2773,J259,建设银行,1638,NULL,202012
C2318,I1878,中国人民银行,2869,NULL,202012
B386,K2689,中国农业银行,6321,NULL,202012
C1201,D3831,南京银行,3984,NULL,202012
B2866,K903,建设银行,6885,NULL,202012
A184,J2874,中国农业银行,4000,NULL,202012
E1288,G1453,建设银行,1164,NULL,202012
G524,E105,农业银行,8502,NULL,202012
B3347,G3362,NULL,1463,NULL,202012
D3213,I1739,建设银行,5990,NULL,202012
E2229,F278,中国人民银行,5694,NULL,202012
C2328,K2790,NULL,7029,NULL,202012
A1085,I3416,浦发银行,6185,NULL,202012
C3868,F3716,南京银行,3802,NULL,202012
B1192,E1379,NULL,6214,NULL,202012
D756,K2127,南京银行,9775,NULL,202012
E1590,I1102,南京银行,3083,NULL,202012
C130,I1981,农业银行,3377,NULL,202012
C2116,H603,中国农业银行,3886,NULL,202012
F951,K3854,中国人民银行,5647,NULL,202012
H332,D2303,南京银行,2302,NULL,202012
A1424,F1053,中国人民银行,2214,NULL,202012
G2555,J3951,南京银行,4000,NULL,202012
D3570,E2788,工商银行,5011,NULL,202012
H3722,E965,中国农业银行,4856,NULL,202012
A259,E3859,建设银行,2496,NULL,202012
F1562,G1093,农业银行,4992,NULL,202012
B119,E2604,中国农业银行,3384,NULL,202012
G1097,I1761,工商银行,5070,NULL,202012
E557,H415,NULL,6389,NULL,202012
E2768,G2301,NULL,9821,NULL,202012
A3711,H10,工商银行,7679,NULL,202012
G1667,H3530,中国农业银行,2603,NULL,202012
D2434,J342,南京银行,9570,NULL,202012
G395,D706,中国农业银行,5747,NULL,202012
A3351,F1890,中国人民银行,7139,NULL,202012
H3284,I299,NULL,3518,NULL,202012
H3919,H480,中国人民银行,7462,NULL,202012
D2090,D2035,浦发银行,3420,NULL,202012
F1205,K2036,南京银行,5466,NULL,202012
C910,H2954,浦发银行,2856,NULL,202012
D145,J1890,中国人民银行,9415,NULL,202012
A488,E1251,建设银行,9210,NULL,202012
B2903,I888,建设银行,4361,NULL,202012
G510,D688,南京银行,4139,NULL,202012
H3276,G3253,农业银行,9103,NULL,202012
B1660,H2962,南京银行,1600,NULL,202012
C3924,H155,浦发银行,3124,NULL,202012
G2954,F1860,NULL,7796,NULL,202012
G1233,I387,建设银行,5886,NULL,202012
D127,K1596,工商银行,6454,NULL,202012
E276,I2458,建设银行,7244,NULL,202012
C3260,D1739,建设银行,9098,NULL,202012
C2792,I3964,建设银行,8111,NULL,202012
B126,K262,建设银行,1183,NULL,202012
H3408,H2697,中国农业银行,3241,NULL,202012
