D2920,nameD2920,5,4,70090,2,公司,202012
B321,nameB321,1,3,1957,5,公司,202012
F129,nameF129,4,4,29215,3,公司,202012
D311,nameD311,2,3,51266,2,公司,202012
G1470,nameG1470,3,3,27114,NULL,公司,202012
D1891,nameD1891,4,1,88972,3,公司,202012
F2626,nameF2626,4,2,23321,4,公司,202012
F3684,nameF3684,1,2,13695,4,公司,202012
D30,nameD30,2,2,52837,2,公司,202012
C287,nameC287,3,3,42448,2,公司,202012
D769,nameD769,1,3,89381,4,公司,202012
A3953,nameA3953,1,3,27055,3,公司,202012
D1517,nameD1517,5,4,66462,3,公司,202012
E4,nameE4,2,1,13715,4,公司,202012
H2841,nameH2841,1,1,28155,4,公司,202012
G189,nameG189,3,2,65314,4,公司,202012
G3072,nameG3072,4,5,21522,1,公司,202012
C755,nameC755,3,3,57683,1,公司,202012
B2646,nameB2646,1,4,65570,2,公司,202012
G2133,nameG2133,3,1,19878,4,公司,202012
E657,nameE657,4,3,53772,1,公司,202012
C2408,nameC2408,1,3,74846,3,公司,202012
C2751,nameC2751,4,3,4742,5,公司,202012
E3486,nameE3486,2,2,60289,NULL,公司,202012
H3884,nameH3884,3,2,70647,5,公司,202012
G44,nameG44,5,4,57509,1,公司,202012
H714,nameH714,4,4,69621,5,公司,202012
E1642,nameE1642,2,1,73479,NULL,公司,202012
G2022,nameG2022,1,4,36697,3,公司,202012
D1175,nameD1175,1,2,55442,3,公司,202012
C1357,nameC1357,2,2,51564,1,公司,202012
C933,nameC933,3,4,59383,4,公司,202012
H3995,nameH3995,5,4,69465,5,公司,202012
G2938,nameG2938,3,3,21906,5,公司,202012
H2249,nameH2249,3,5,29062,NULL,公司,202012
E1014,nameE1014,5,3,90721,NULL,公司,202012
C2496,nameC2496,3,1,36584,1,公司,202012
H2705,nameH2705,1,5,95870,1,公司,202012
A787,nameA787,4,5,57869,5,公司,202012
E660,nameE660,4,4,67058,NULL,公司,202012
E2672,nameE2672,3,3,94851,4,公司,202012
C3354,nameC3354,1,3,60474,3,公司,202012
E936,nameE936,4,3,41956,1,公司,202012
B278,nameB278,3,1,54208,NULL,公司,202012
D1207,nameD1207,2,3,82499,3,公司,202012
H1772,nameH1772,2,1,69558,5,公司,202012
F723,nameF723,3,4,26845,3,公司,202012
G3939,nameG3939,1,5,21748,NULL,公司,202012
F3406,nameF3406,2,5,2470,1,公司,202012
G2967,nameG2967,1,4,63738,4,公司,202012
F2004,nameF2004,1,3,9893,1,公司,202012
F1583,nameF1583,5,1,44887,3,公司,202012
D3627,nameD3627,5,4,86866,1,公司,202012
G2349,nameG2349,1,5,46157,5,公司,202012
F517,nameF517,5,4,46960,5,公司,202012
D1417,nameD1417,3,5,13739,1,公司,202012
D768,nameD768,1,4,12787,3,公司,202012
E2911,nameE2911,4,2,59789,3,公司,202012
A2880,nameA2880,2,5,97869,2,公司,202012
B256,nameB256,3,1,72101,2,公司,202012
H2130,nameH2130,1,2,78091,3,公司,202012
C273,nameC273,2,2,47666,2,公司,202012
G2202,nameG2202,5,4,45440,3,公司,202012
A984,nameA984,4,3,68619,4,公司,202012
F2509,nameF2509,3,5,28122,4,公司,202012
D3628,nameD3628,3,2,39340,4,公司,202012
A1871,nameA1871,5,3,63306,3,公司,202012
D3224,nameD3224,2,1,5232,3,公司,202012
B2356,nameB2356,1,4,98181,4,公司,202012
C2766,nameC2766,1,4,48662,1,公司,202012
D2137,nameD2137,3,5,20605,2,公司,202012
H476,nameH476,5,1,75342,3,公司,202012
H3107,nameH3107,1,5,21032,1,公司,202012
E3049,nameE3049,5,3,2361,5,公司,202012
F1885,nameF1885,3,1,1274,2,公司,202012
E3517,nameE3517,5,5,72599,2,公司,202012
A896,nameA896,4,4,35621,1,公司,202012
D2002,nameD2002,2,2,28975,3,公司,202012
C690,nameC690,3,4,1932,NULL,公司,202012
H3226,nameH3226,4,5,46975,2,公司,202012
G1848,nameG1848,3,1,12109,1,公司,202012
F981,nameF981,1,5,43081,4,公司,202012
C1161,nameC1161,2,4,22001,1,公司,202012
F3820,nameF3820,3,1,14989,4,公司,202012
C1976,nameC1976,3,2,18113,1,公司,202012
A2829,nameA2829,3,1,59189,NULL,公司,202012
D1184,nameD1184,2,1,41607,5,公司,202012
B2599,nameB2599,3,1,3632,1,公司,202012
A1893,nameA1893,2,5,90801,2,公司,202012
H1099,nameH1099,1,2,68701,3,公司,202012
H2126,nameH2126,1,3,89329,3,公司,202012
F3827,nameF3827,4,3,32234,1,公司,202012
E1904,nameE1904,2,5,29116,3,公司,202012
A2037,nameA2037,3,1,99946,2,公司,202012
E2409,nameE2409,1,5,5414,3,公司,202012
B1949,nameB1949,5,3,7642,1,公司,202012
B2746,nameB2746,3,5,51033,5,公司,202012
D1077,nameD1077,3,5,30959,4,公司,202012
A2130,nameA2130,1,5,57889,4,公司,202012
C3971,nameC3971,3,4,21041,3,公司,202012
C1049,nameC1049,4,2,76869,4,公司,202012
H3747,nameH3747,1,2,30237,4,公司,202012
D89,nameD89,2,5,29088,3,公司,202012
D878,nameD878,3,2,16788,NULL,公司,202012
H2727,nameH2727,4,5,57312,NULL,公司,202012
H380,nameH380,2,5,91108,2,公司,202012
C1148,nameC1148,2,3,24555,1,公司,202012
G84,nameG84,5,2,9206,4,公司,202012
B1490,nameB1490,3,3,27422,2,公司,202012
C3922,nameC3922,3,4,44295,2,公司,202012
A3226,nameA3226,2,3,16124,5,公司,202012
C1956,nameC1956,3,3,52015,5,公司,202012
H2819,nameH2819,1,2,88068,NULL,公司,202012
G924,nameG924,5,2,33283,3,公司,202012
E3169,nameE3169,3,5,47566,1,公司,202012
D2273,nameD2273,5,4,55579,4,公司,202012
E3107,nameE3107,1,1,65547,1,公司,202012
A654,nameA654,3,1,48210,1,公司,202012
C3967,nameC3967,2,5,85438,1,公司,202012
B3936,nameB3936,1,3,75722,NULL,公司,202012
G135,nameG135,3,5,43947,5,公司,202012
C2779,nameC2779,2,1,2670,5,公司,202012
C2215,nameC2215,3,2,33563,NULL,公司,202012
G491,nameG491,4,5,28376,NULL,公司,202012
B3361,nameB3361,2,5,60182,3,公司,202012
G1802,nameG1802,1,2,98666,4,公司,202012
H3909,nameH3909,1,3,48337,4,公司,202012
H2966,nameH2966,4,4,91668,2,公司,202012
B2161,nameB2161,4,2,6866,5,公司,202012
C2106,nameC2106,5,5,28014,4,公司,202012
G966,nameG966,2,4,3457,4,公司,202012
A3072,nameA3072,5,4,42707,4,公司,202012
B3271,nameB3271,3,1,48045,4,公司,202012
G2276,nameG2276,3,4,87737,4,公司,202012
A25,nameA25,5,3,39198,1,公司,202012
B2662,nameB2662,5,3,35493,2,公司,202012
F99,nameF99,5,2,10931,3,公司,202012
A333,nameA333,4,1,19157,3,公司,202012
A2483,nameA2483,4,3,37518,5,公司,202012
C1422,nameC1422,1,3,51245,2,公司,202012
B2860,nameB2860,5,4,76909,3,公司,202012
A1133,nameA1133,5,1,95778,5,公司,202012
D1503,nameD1503,4,5,76025,1,公司,202012
G478,nameG478,2,1,23672,2,公司,202012
E2774,nameE2774,2,2,86765,1,公司,202012
E817,nameE817,2,2,91073,5,公司,202012
C2599,nameC2599,3,2,21919,3,公司,202012
H407,nameH407,3,5,97144,NULL,公司,202012
A335,nameA335,4,3,61428,3,公司,202012
B3379,nameB3379,5,1,21380,3,公司,202012
E2270,nameE2270,5,3,86843,1,公司,202012
D3451,nameD3451,3,5,93583,2,公司,202012
H77,nameH77,1,1,18848,2,公司,202012
B2170,nameB2170,1,2,16899,2,公司,202012
D1635,nameD1635,2,3,87899,1,公司,202012
A1696,nameA1696,4,2,51162,3,公司,202012
E650,nameE650,4,3,55407,1,公司,202012
E788,nameE788,3,5,98041,3,公司,202012
H1433,nameH1433,3,1,25131,1,公司,202012
C2600,nameC2600,4,2,50611,4,公司,202012
F3395,nameF3395,1,2,90702,NULL,公司,202012
C1923,nameC1923,3,3,47235,1,公司,202012
F232,nameF232,3,5,93459,NULL,公司,202012
H3838,nameH3838,2,3,35631,5,公司,202012
B143,nameB143,3,3,61242,4,公司,202012
A1635,nameA1635,5,1,25062,3,公司,202012
E185,nameE185,5,2,89001,2,公司,202012
F475,nameF475,1,4,14609,3,公司,202012
G962,nameG962,3,2,39387,1,公司,202012
G954,nameG954,3,3,36931,1,公司,202012
C708,nameC708,4,5,74942,5,公司,202012
G830,nameG830,2,3,73472,3,公司,202012
F1369,nameF1369,4,1,86994,5,公司,202012
B2424,nameB2424,5,1,52660,NULL,公司,202012
E1673,nameE1673,1,1,31608,3,公司,202012
E843,nameE843,3,3,10833,1,公司,202012
E519,nameE519,5,4,16923,2,公司,202012
H908,nameH908,2,3,50786,3,公司,202012
D3170,nameD3170,3,3,71883,NULL,公司,202012
C144,nameC144,3,4,18391,NULL,公司,202012
H2904,nameH2904,2,5,47354,2,公司,202012
A2073,nameA2073,4,5,5653,1,公司,202012
B3698,nameB3698,2,2,49986,4,公司,202012
E3775,nameE3775,2,2,80776,3,公司,202012
E3719,nameE3719,1,3,82946,2,公司,202012
H3181,nameH3181,1,5,6202,5,公司,202012
B3993,nameB3993,2,3,96355,5,公司,202012
F783,nameF783,5,5,53112,2,公司,202012
A3842,nameA3842,3,5,74297,4,公司,202012
G2303,nameG2303,3,2,6792,1,公司,202012
A525,nameA525,2,4,81036,4,公司,202012
B1855,nameB1855,1,2,71470,3,公司,202012
H276,nameH276,5,4,64720,3,公司,202012
F2936,nameF2936,1,5,82905,3,公司,202012
F224,nameF224,2,4,99202,5,公司,202012
F1328,nameF1328,3,1,17166,3,公司,202012
C789,nameC789,4,5,92139,5,公司,202012
E1760,nameE1760,5,3,42881,3,公司,202012
B1858,nameB1858,3,2,95226,NULL,公司,202012
B750,nameB750,3,2,42058,3,公司,202012
D445,nameD445,4,3,72330,NULL,公司,202012
D2593,nameD2593,4,1,21193,1,公司,202012
E1032,nameE1032,5,4,75332,NULL,公司,202012
H3996,nameH3996,3,5,69969,2,公司,202012
G2466,nameG2466,4,1,53421,1,公司,202012
B730,nameB730,1,1,47245,1,公司,202012
B904,nameB904,1,5,48660,2,公司,202012
G1862,nameG1862,2,4,67252,2,公司,202012
D1960,nameD1960,5,2,15536,NULL,公司,202012
F3205,nameF3205,5,2,7048,3,公司,202012
F905,nameF905,5,4,62370,NULL,公司,202012
F3828,nameF3828,5,2,65725,2,公司,202012
F2850,nameF2850,5,4,73461,NULL,公司,202012
F1756,nameF1756,3,5,61404,2,公司,202012
C1328,nameC1328,3,2,69120,5,公司,202012
H3272,nameH3272,4,1,97272,2,公司,202012
D939,nameD939,3,4,87625,1,公司,202012
A2280,nameA2280,5,3,511,3,公司,202012
G3404,nameG3404,4,4,69455,3,公司,202012
H1055,nameH1055,4,2,27457,NULL,公司,202012
A1505,nameA1505,3,5,19563,1,公司,202012
A1919,nameA1919,3,2,20194,5,公司,202012
A523,nameA523,2,4,36263,NULL,公司,202012
G1186,nameG1186,3,3,37149,3,公司,202012
C3084,nameC3084,1,4,17997,4,公司,202012
G1485,nameG1485,1,4,8094,NULL,公司,202012
G1614,nameG1614,5,4,67821,1,公司,202012
H1101,nameH1101,4,5,40737,4,公司,202012
E3253,nameE3253,1,5,15406,5,公司,202012
B1734,nameB1734,3,3,33896,1,公司,202012
D3397,nameD3397,4,1,61682,NULL,公司,202012
B3569,nameB3569,5,2,9489,5,公司,202012
B1630,nameB1630,3,3,66937,5,公司,202012
B3535,nameB3535,1,1,47768,3,公司,202012
B2836,nameB2836,2,2,78870,NULL,公司,202012
A3527,nameA3527,4,1,57497,NULL,公司,202012
H2991,nameH2991,3,5,35939,3,公司,202012
D3816,nameD3816,2,2,24018,NULL,公司,202012
C335,nameC335,2,1,95625,NULL,公司,202012
D2110,nameD2110,2,1,9358,NULL,公司,202012
A1,nameA1,2,5,55936,2,公司,202012
B3428,nameB3428,1,2,11925,1,公司,202012
B1443,nameB1443,4,1,35973,2,公司,202012
A1776,nameA1776,5,1,74466,3,公司,202012
C2669,nameC2669,2,3,69303,2,公司,202012
B124,nameB124,3,2,85370,3,公司,202012
A2669,nameA2669,1,2,31172,2,公司,202012
F3007,nameF3007,2,5,63215,NULL,公司,202012
F2056,nameF2056,1,5,43607,5,公司,202012
D1965,nameD1965,3,3,56207,3,公司,202012
B1999,nameB1999,1,5,97436,4,公司,202012
F2432,nameF2432,2,4,10596,3,公司,202012
C3060,nameC3060,5,2,75120,1,公司,202012
G2565,nameG2565,1,1,69151,5,公司,202012
F353,nameF353,2,1,94878,1,公司,202012
G2031,nameG2031,2,2,90373,4,公司,202012
G1972,nameG1972,2,1,20070,2,公司,202012
G2614,nameG2614,4,5,9255,5,公司,202012
G486,nameG486,4,1,27899,1,公司,202012
A1833,nameA1833,3,1,47651,4,公司,202012
A978,nameA978,5,4,19441,4,公司,202012
A3086,nameA3086,2,2,86917,1,公司,202012
E438,nameE438,2,1,41606,4,公司,202012
D2087,nameD2087,5,1,32447,NULL,公司,202012
C3731,nameC3731,5,1,27276,3,公司,202012
B48,nameB48,4,5,9922,1,公司,202012
D2353,nameD2353,3,3,86366,NULL,公司,202012
E3755,nameE3755,1,1,27034,2,公司,202012
H3991,nameH3991,2,3,25461,NULL,公司,202012
A3176,nameA3176,3,5,74603,4,公司,202012
G2037,nameG2037,3,5,62097,3,公司,202012
A3229,nameA3229,5,3,26761,5,公司,202012
D2874,nameD2874,1,1,20337,NULL,公司,202012
A636,nameA636,1,3,43132,NULL,公司,202012
B3396,nameB3396,3,5,18136,5,公司,202012
B1924,nameB1924,1,4,2876,5,公司,202012
H3340,nameH3340,1,1,89349,NULL,公司,202012
F3998,nameF3998,5,1,67546,NULL,公司,202012
B3574,nameB3574,2,2,43891,4,公司,202012
H769,nameH769,5,3,70747,3,公司,202012
B2692,nameB2692,5,1,59831,1,公司,202012
D3008,nameD3008,1,3,29806,2,公司,202012
A2990,nameA2990,3,5,13307,2,公司,202012
G1908,nameG1908,1,5,60533,1,公司,202012
G766,nameG766,2,1,91345,4,公司,202012
B2367,nameB2367,5,2,25506,3,公司,202012
F569,nameF569,3,4,37279,NULL,公司,202012
B1521,nameB1521,2,5,64689,5,公司,202012
B3839,nameB3839,2,3,34660,5,公司,202012
B3999,nameB3999,4,5,12304,1,公司,202012
E1846,nameE1846,5,2,3021,1,公司,202012
H2825,nameH2825,3,2,33397,4,公司,202012
H774,nameH774,1,2,11134,5,公司,202012
A1632,nameA1632,1,5,16718,3,公司,202012
B1339,nameB1339,3,3,97082,1,公司,202012
H2792,nameH2792,1,4,61175,2,公司,202012
C3721,nameC3721,1,3,31139,3,公司,202012
C1508,nameC1508,3,1,20998,3,公司,202012
C3312,nameC3312,5,3,41132,3,公司,202012
G2583,nameG2583,1,5,17391,3,公司,202012
C1731,nameC1731,5,3,16924,2,公司,202012
D1740,nameD1740,5,4,80146,5,公司,202012
E1595,nameE1595,4,4,21883,4,公司,202012
C1144,nameC1144,4,2,25508,3,公司,202012
C390,nameC390,4,3,80868,NULL,公司,202012
A460,nameA460,5,3,24208,5,公司,202012
C2583,nameC2583,2,5,4423,5,公司,202012
E3874,nameE3874,2,4,54229,NULL,公司,202012
C2988,nameC2988,5,1,33111,4,公司,202012
A3139,nameA3139,3,5,42169,NULL,公司,202012
E3948,nameE3948,4,2,65859,4,公司,202012
H414,nameH414,4,1,25376,NULL,公司,202012
F3438,nameF3438,5,3,7098,3,公司,202012
C873,nameC873,1,4,97826,4,公司,202012
A470,nameA470,5,3,48595,1,公司,202012
D2561,nameD2561,3,4,4181,2,公司,202012
F2558,nameF2558,5,3,37832,2,公司,202012
B2532,nameB2532,3,1,93518,5,公司,202012
E2930,nameE2930,3,2,36670,5,公司,202012
F1232,nameF1232,5,1,12379,2,公司,202012
D770,nameD770,4,2,81,2,公司,202012
B1332,nameB1332,2,3,42844,3,公司,202012
C1133,nameC1133,3,4,97962,1,公司,202012
F3452,nameF3452,5,3,11226,NULL,公司,202012
B3903,nameB3903,1,4,67972,4,公司,202012
F626,nameF626,2,2,20988,3,公司,202012
C184,nameC184,5,1,27865,3,公司,202012
G1131,nameG1131,3,1,10339,NULL,公司,202012
D2486,nameD2486,4,5,64421,1,公司,202012
C53,nameC53,3,1,55935,4,公司,202012
H2046,nameH2046,4,1,56153,NULL,公司,202012
H292,nameH292,3,3,21589,1,公司,202012
H3615,nameH3615,5,1,20985,2,公司,202012
F1063,nameF1063,3,5,69788,4,公司,202012
G999,nameG999,1,3,93601,NULL,公司,202012
C909,nameC909,1,1,82833,4,公司,202012
A3806,nameA3806,1,3,97423,5,公司,202012
H1996,nameH1996,4,2,76761,5,公司,202012
G2903,nameG2903,4,3,31417,NULL,公司,202012
A3334,nameA3334,1,5,54692,NULL,公司,202012
B1834,nameB1834,4,1,2092,3,公司,202012
F450,nameF450,3,5,32203,2,公司,202012
C2286,nameC2286,5,3,33515,2,公司,202012
C1460,nameC1460,4,1,68386,3,公司,202012
D451,nameD451,4,1,43720,NULL,公司,202012
A1108,nameA1108,4,4,28958,NULL,公司,202012
G3653,nameG3653,3,3,30701,NULL,公司,202012
C2232,nameC2232,4,4,24904,1,公司,202012
B3998,nameB3998,5,5,44851,3,公司,202012
E2489,nameE2489,5,3,52521,4,公司,202012
E2132,nameE2132,3,1,54284,3,公司,202012
C899,nameC899,2,1,15671,3,公司,202012
A3292,nameA3292,1,4,32067,5,公司,202012
C2639,nameC2639,5,2,62675,4,公司,202012
F2727,nameF2727,2,2,84442,1,公司,202012
D3616,nameD3616,1,1,94894,4,公司,202012
H2507,nameH2507,1,3,14605,5,公司,202012
H58,nameH58,3,4,3322,5,公司,202012
G1519,nameG1519,5,5,53922,1,公司,202012
F2142,nameF2142,4,1,51929,3,公司,202012
C3002,nameC3002,3,4,47416,5,公司,202012
G1449,nameG1449,1,3,37682,2,公司,202012
E2661,nameE2661,3,1,55597,NULL,公司,202012
A0,nameA0,4,5,694,5,公司,202012
D3343,nameD3343,5,1,86559,5,公司,202012
H3700,nameH3700,1,1,79704,5,公司,202012
D1961,nameD1961,1,2,72899,4,公司,202012
F562,nameF562,5,1,13101,3,公司,202012
C7,nameC7,1,4,78178,5,公司,202012
E267,nameE267,3,1,83739,3,公司,202012
C3288,nameC3288,2,3,12644,NULL,公司,202012
C3766,nameC3766,4,4,13541,4,公司,202012
B1737,nameB1737,1,3,59469,4,公司,202012
D3162,nameD3162,1,5,45869,4,公司,202012
G2215,nameG2215,5,4,54995,4,公司,202012
G2343,nameG2343,4,1,42039,5,公司,202012
C2538,nameC2538,5,2,64416,5,公司,202012
B1188,nameB1188,3,2,70021,1,公司,202012
A2788,nameA2788,2,4,8352,3,公司,202012
C3296,nameC3296,1,2,90280,NULL,公司,202012
F1344,nameF1344,1,3,32936,4,公司,202012
A2793,nameA2793,4,5,85882,3,公司,202012
G3846,nameG3846,1,3,61064,2,公司,202012
H3400,nameH3400,3,1,87666,3,公司,202012
B3970,nameB3970,4,1,33306,4,公司,202012
E95,nameE95,1,5,63790,NULL,公司,202012
D1696,nameD1696,3,2,23975,4,公司,202012
F735,nameF735,3,2,73111,3,公司,202012
C222,nameC222,1,4,99659,NULL,公司,202012
D2217,nameD2217,3,1,38800,NULL,公司,202012
F1135,nameF1135,4,1,67619,2,公司,202012
B1281,nameB1281,3,5,2315,2,公司,202012
G2669,nameG2669,2,1,98049,3,公司,202012
D1331,nameD1331,1,5,23252,1,公司,202012
E1702,nameE1702,4,1,89872,2,公司,202012
G2932,nameG2932,4,4,80892,2,公司,202012
E507,nameE507,5,4,29135,4,公司,202012
C590,nameC590,1,5,31687,5,公司,202012
C913,nameC913,2,1,75664,2,公司,202012
F2322,nameF2322,3,4,55520,5,公司,202012
E702,nameE702,2,1,86065,4,公司,202012
E3164,nameE3164,5,2,67954,NULL,公司,202012
A3162,nameA3162,2,1,52776,2,公司,202012
E2154,nameE2154,5,4,10089,3,公司,202012
G2716,nameG2716,2,5,78398,1,公司,202012
F1601,nameF1601,5,1,45857,3,公司,202012
F1982,nameF1982,4,3,37005,1,公司,202012
E549,nameE549,5,3,45093,5,公司,202012
G3612,nameG3612,3,3,54170,1,公司,202012
A2871,nameA2871,3,3,56287,1,公司,202012
E1647,nameE1647,4,1,30208,1,公司,202012
E2496,nameE2496,3,5,27429,3,公司,202012
A666,nameA666,5,2,53872,5,公司,202012
G3505,nameG3505,3,4,96367,2,公司,202012
C3756,nameC3756,4,1,78389,4,公司,202012
F42,nameF42,2,2,35337,1,公司,202012
D1581,nameD1581,1,2,15849,NULL,公司,202012
D2434,nameD2434,3,4,43017,1,公司,202012
E2077,nameE2077,1,5,64156,NULL,公司,202012
A1193,nameA1193,3,1,63859,1,公司,202012
G2318,nameG2318,3,3,95077,4,公司,202012
H3136,nameH3136,2,3,9339,4,公司,202012
H1452,nameH1452,2,3,71786,4,公司,202012
E3225,nameE3225,5,5,76126,2,公司,202012
F3639,nameF3639,1,5,93843,5,公司,202012
F2832,nameF2832,5,4,63457,2,公司,202012
G3773,nameG3773,1,2,69916,3,公司,202012
F1610,nameF1610,1,2,29919,2,公司,202012
A1165,nameA1165,1,2,28939,NULL,公司,202012
F668,nameF668,5,2,86335,NULL,公司,202012
B2816,nameB2816,5,3,50621,5,公司,202012
H955,nameH955,4,3,62451,1,公司,202012
G1795,nameG1795,3,4,65531,1,公司,202012
H2142,nameH2142,2,4,47219,4,公司,202012
H320,nameH320,1,2,23545,4,公司,202012
F132,nameF132,5,5,12231,1,公司,202012
B2124,nameB2124,3,1,25454,4,公司,202012
C2598,nameC2598,5,2,74592,3,公司,202012
B1457,nameB1457,1,3,93209,2,公司,202012
A1249,nameA1249,1,5,70269,2,公司,202012
G2502,nameG2502,5,3,86393,3,公司,202012
G1152,nameG1152,3,3,30025,4,公司,202012
E2773,nameE2773,5,2,93932,5,公司,202012
C2318,nameC2318,2,1,27615,1,公司,202012
B386,nameB386,4,3,28561,4,公司,202012
C1201,nameC1201,5,5,89270,5,公司,202012
B2866,nameB2866,5,5,13857,1,公司,202012
A184,nameA184,5,2,46269,4,公司,202012
E1288,nameE1288,2,1,4803,3,公司,202012
G524,nameG524,2,4,50085,3,公司,202012
B3347,nameB3347,1,2,78674,5,公司,202012
D3213,nameD3213,3,3,63995,NULL,公司,202012
E2229,nameE2229,2,5,33838,5,公司,202012
C2328,nameC2328,4,2,19114,1,公司,202012
A1085,nameA1085,4,5,15404,5,公司,202012
C3868,nameC3868,1,3,19801,2,公司,202012
B1192,nameB1192,2,4,65569,3,公司,202012
D756,nameD756,3,5,12195,2,公司,202012
E1590,nameE1590,2,3,7085,NULL,公司,202012
